story_date,year,month,day,,headline,forward,comment,likes,topic label
12/31/2019,2019,12,31,2019-12-31 08:59 来自 专业版微博,【#联合国秘书长致辞2020#：青年就是当今世界的希望】当地时间12月29日，联合国秘书长古特雷斯发表2020年新年致辞。他表示，我们带着不确定性和不安全感进入2020年。但是，我们也要看到希望，青年就是当今世界的希望。新的一年，青年的你，准备好了吗？ L的微博视频 ​​​​,1203,518,4608,International affairs (non-China)
12/31/2019,2019,12,31,2019-12-31 07:23 来自 微博视频,#微盘点#【#2019年度记忆盘点#｜这一年的奋斗，时间终将证明】极不平凡的2019，你可能经历过前所未有的考验。挫折面前，你做过什么选择？选择振臂高呼，选择热泪盈眶，选择拥抱机遇…190秒回顾2019的共同记忆↓↓愿你每一个选择都不负期待，下个十年，在等你！转发，收藏！  L的微博视频 ​​​​,14169,2873,33054,Leisure
12/30/2019,2019,12,30,2019-12-30 23:31 来自 微博视频,【#你好，明天#】京张高铁正式开通，174千米的里程，却驶出110年的历史纵深。从当年“人”字型的铁路，到如今轨道上的京津冀，一条路，让中国人懂得“复兴号”的真谛。今天，詹天佑像依然在那，但国家发展的时速早已不同，普通人亦能轻松通过时代的闸机口，一同搭上快车。历史的车轮滚滚，让我们奋勇向 ​​​​...展开全文c,1344,821,4993,Achievements
12/30/2019,2019,12,30,2019-12-30 22:27  已编辑,【#民航总医院就杨文医生被害事件发布通报#】 ​​​​,9421,15777,376172,Social scandal
12/30/2019,2019,12,30,2019-12-30 20:45  已编辑,#微盘点#【#2019年度汉字#评选结果出炉：“华”字当选】经投票，“华”当选2019年度汉字。2019，我们一起见证新中国七十华诞；2019，中国女排11连胜，山东舰交付海军…一个个“华丽”成绩的背后，是无数人的奋斗；2019，国潮兴起，这个国家和青年人越来越尊崇自己的文化。转，为中国加油，明天会更好！ ​​​​,15081,5107,69770,Social affairs - trends
12/30/2019,2019,12,30,2019-12-30 18:15  已编辑,【国家主席习近平将发表2020新年贺词】国家主席习近平将于31日晚7时通过中央广播电视总台和互联网，发表#2020年新年贺词#。@ 将进行直播，请关注！ ​​​​,1227,978,8240,CCP
12/30/2019,2019,12,30,2019-12-30 18:14 来自 微博视频,【#耿爽提醒美方手伸得太长容易闪着腰#】在回应美方对中国打击暴恐行动的抹黑时，耿爽回应：我们奉劝美方还是要管好自己的事情，把注意力放在解决自己长期存在的顽症和痼疾之上，至少确保本国人民享有“免于恐惧的自由”，而不是动辄就伸长手臂去干涉他国内政。我提醒他们一句，手伸得太长，容易闪着腰 ​​​​...展开全文c,705,666,7925,International affairs (China-US)
12/30/2019,2019,12,30,2019-12-30 17:56 来自 军事 · 视频社区,【致敬！#边防官兵手脚并用爬到执勤点位# 】库鲁木都克边防连，位于帕米尔高原，驻地海拔2900米。元旦前夕，战士们进行2019年最后一次巡逻。途径三处冰河、一座达坂、一处峡谷…旁边是悬崖，脚下是厚厚的冰面，当骑马、走路都不能前行时，爬也要爬过去！ 转发！向边防军人致敬！ ​​​​...展开全文c,4478,2982,39545,Role model
12/30/2019,2019,12,30,2019-12-30 17:24  已编辑,#北京检方对孙文斌暴力杀害医生案件审查起诉#【北京检方依法对公安机关移送的孙文斌暴力杀害医生案件进行审查起诉】2019年12月30日，经侦查终结，北京市公安局对犯罪嫌疑人孙文斌在民航总医院内杀害医生杨文案，以涉嫌故意杀人罪移送北京市人民检察院第三分院审查起诉。北京市人民检察院第三分院已依法 ​​​​...展开全文c,915,3307,31830,Crime & court
12/30/2019,2019,12,30,2019-12-30 17:13  已编辑,【#油价2019年最后一调#！明起，加满一箱油多花9元钱】根据国家发改委消息，新一轮成品油调价窗口将于今天（12月30日）24时开启。记者从国家发改委获悉，本次油价调整具体情况如下：汽油每吨上涨235元，柴油每吨上涨230元。全国平均来看：92号汽油每升上涨0.18元；95号汽油每升上涨0.19元；0号柴油每升 ​​​​...展开全文c,382,688,3008,Social affairs - economics
12/30/2019,2019,12,30,2019-12-30 15:47  已编辑,#微盘点#【社评选#2019国际十大新闻#】①史上首张黑洞照片公布；②多国连续发生恐袭事件；③四大主场外交连续发力，展现中国维护多边主义大国担当；④美国加大对伊“极限施压”力度，多国努力维护伊核协议；⑤中国推动政治解决半岛问题，各方围绕半岛互动频繁… ​​​​...展开全文c,1127,491,3525,International news (China related)
12/30/2019,2019,12,30,2019-12-30 12:44  已编辑,【#重庆一居民楼火灾致6死#】据@涪陵微博 ，2019年12月30日6时40分许，重庆涪陵区马鞍街道踏水桥小区一居民楼12-1发生火灾。涪陵消防救援支队指挥中心接警后，立即调派救援队伍赶赴现场处置，7时55分明火扑灭。事故造成6人死亡，具体火灾原因正在调查之中。 ​​​​,391,1139,8301,Social affairs - disaster
12/30/2019,2019,12,30,2019-12-30 12:44  已编辑,【#重庆一居民楼火灾致6死#】据@涪陵微博 ，2019年12月30日6时40分许，重庆涪陵区马鞍街道踏水桥小区一居民楼12-1发生火灾。涪陵消防救援支队指挥中心接警后，立即调派救援队伍赶赴现场处置，7时55分明火扑灭。事故造成6人死亡，具体火灾原因正在调查之中。 ​​​​,391,1139,8301,Social affairs - disaster
12/30/2019,2019,12,30,2019-12-30 11:48  已编辑,【兵马俑一号坑最新发掘成果：#秦陵考古中首次发现秦盾遗迹#，#一种新兵马俑被发现#】近日，秦始皇帝陵博物院公布最新成果：在原有兵马俑的基础上，新发现下下级军吏俑，为俑坑军阵的排列提供了新的依据和方法。同时，在秦陵考古中首次发现秦盾遗迹，弥足珍贵。L陕视新闻的微博视频 ​​​​,520,354,2821,Achievements
12/30/2019,2019,12,30,2019-12-30 11:11 来自 专业版微博,一动不动！#京张高铁立硬币首测#，一起围观↓↓#京张高铁今日开通运营# L的微博视频 ​​​​,1062,1480,15138,Leisure
12/30/2019,2019,12,30,2019-12-30 10:37 来自 微博原生直播,【正在直播：#旅美大熊猫贝贝正式与公众见面#，一起围观】11月20日，旅美大熊猫“贝贝”回到中国大熊猫保护研究中心雅安碧峰峡基地。今天，结束隔离期的“贝贝”会住进志愿者为它装扮的新家，与公众正式见面。@ 联动@红星新闻 ，一起看“贝贝”新生活↓↓ O的微博直播 . ​​​​,406,359,8425,Leisure
12/30/2019,2019,12,30,2019-12-30 09:56 来自 专业版微博,Tim,1421,1044,5120,Government acts
12/30/2019,2019,12,30,2019-12-30 08:10 来自 微博原生直播,【#人民直播#：#京张高铁正式开通运营#！】12月30日，京张高铁正式开通运营，崇礼铁路同步建成投产，将助力京津冀一体化协同发展，为2022年北京冬奥会提供交通运营服务保障。@ 带你现场直击↓↓一起期待！ O的微博直播 . ​​​​,1178,1037,15221,Achievements
12/30/2019,2019,12,30,2019-12-30 07:21 来自 专业版微博,【#京张高铁今日开通运营#！你想去看看吗？】110年前，中国首条自行设计和建造的铁路，京张铁路落成；110年后，在同样的地方，#世界首条智能高铁京张高铁正式运行#。中国速度，一直在路上。2019年底，中国高铁里程将突破3.5万公里，全世界超过2/3的高铁轨道铺设在中国。为你骄傲，中国高铁！  ​​​​...展开全文c,2731,939,6021,Achievements
12/29/2019,2019,12,29,2019-12-29 23:06 来自 微博视频,【红了眼眶！#新消防员强忍泪水与家人分别#】近日，@上海消防 新入职消防员报到第一天，刚换上新蓝制服的他红着眼睛和自己的一对儿女告别。孩子，你们的爸爸很勇敢！@中国消防  L的微博视频 ​​​​,1178,1638,20347,Role model
12/29/2019,2019,12,29,2019-12-29 18:12  已编辑,【辟谣！全国政协委员凌峰：#杀医者家属自行转院没有免费医疗#】针对网上所传的“杀害杨文医生的凶手母亲，已被转到朝阳医院重症监护室，并接受免费医疗”等消息，长期关注医患关系的全国政协委员、著名神经外科专家凌峰，今天实地走访了杀医凶手母亲所转入的北京朝阳医院，并从医院官方获得消息：家属 ​​​​...展开全文c,2888,3728,3830,Social scandal
12/28/2019,2019,12,28,2019-12-28 18:25  已编辑,#收容教育制度废止#【全国人大常委会通过废止有关收容教育法律规定和制度的决定】12月28日，十三届全国人大常委会第十五次会议通过了《全国人民代表大会常务委员会关于废止有关收容教育法律规定和制度的决定》，自2019年12月29日起施行。#收容教育制度不再实施#。该决定废止了《全国人民代表大会常务委 ​​​​...展开全文c,1429,1016,7198,Government acts
12/28/2019,2019,12,28,2019-12-28 17:35  已编辑,【官宣！#京张高铁开通时间#定了！#28日18时开售京张高铁车票#】据@中国铁路 ：定了！12月30日，北京至张家口高速铁路开通运营，崇礼铁路同步建成投产。铁路部门将于28日18时开始发售京张高铁、崇礼铁路动车组列车车票。具体车次、时刻可查询铁路12306网站、微信、客户端。转给要回家的小伙伴！ ​​​​,972,1337,5967,Social affairs
12/28/2019,2019,12,28,2019-12-28 13:28 来自 微博视频,#微盘点#【即将过去的2019，我们见证了这些精彩“20”】澳门回归祖国20周年，神舟一号成功发射20周年，西部大开发20年…20项飞跃、20次挑战、20秒超越、20公里坚守。2020，我们共同创造！  L的微博视频 ​​​​,3492,1383,10063,Leisure
12/28/2019,2019,12,28,2019-12-28 12:50  已编辑,【#国家卫健委再回应暴力伤医事件#：不是所谓医疗纠纷，是非常严重的刑事犯罪】28日上午举行的全国人大常委会办公厅新闻发布会上，国家卫健委法规司司长赵宁回答记者提问时表示，对最近发生的北京民航总医院暴力伤医事件，非常痛心，非常愤怒，对任何形式的伤医事件零容忍。详️️↓  ​​​​...展开全文c,1773,2526,21953,Government acts
12/28/2019,2019,12,28,2019-12-28 11:48  已编辑,【#禁止任何人威胁医护人员人身安全#！】基本医疗卫生与健康促进法28日经全国人大常委会表决通过，将于2020年6月1日实施，明确规定禁止任何人威胁、危害医护人员人身安全。转发，#支持立法保护医护人员安全#！ ​​​​,191690,51005,1138147,Government acts
12/27/2019,2019,12,27,2019-12-27 21:26  已编辑,【#长征五号遥三火箭发射成功# 转起祝贺】12月27日20时45分，长征五号遥三运载火箭在中国文昌航天发射场点火升空，2000多秒后将实践二十号卫星送入预定轨道，发射飞行试验取得圆满成功。祝贺#胖五发射成功#！ ​​​​,3854,1562,17406,Achievements
12/27/2019,2019,12,27,2019-12-27 21:02  已编辑,#民航总医院内行凶犯罪嫌疑人被批准逮捕#【北京检方经依法审查对在民航总医院内行凶的犯罪嫌疑人孙文斌批准逮捕】2019年12月27日，北京市人民检察院第三分院经依法审查，对在北京市朝阳区民航总医院急诊科抢救室内行凶的犯罪嫌疑人孙文斌，以涉嫌故意杀人罪批准逮捕。O北京检方经依法审查对在民航总医院内行凶的犯... ​​​​,8587,8908,136038,Crime & court
12/27/2019,2019,12,27,2019-12-27 17:03  已编辑,【哈萨克斯坦副总理：#哈坠机事故原因系操作失误和技术故障#】据俄塔社，哈萨克斯坦副总理罗曼·斯克勒在27日召开的一场新闻发布会上宣布，哈萨克斯坦贝克航空公司一架载有100人飞机于当天凌晨在阿拉法特附近坠毁的初步原因是飞行员操作失误和发生技术故障。#哈萨克斯坦一载有100人飞机坠毁#  ​​​​...展开全文c,506,1519,18709,International news (non-China)
12/27/2019,2019,12,27,2019-12-27 14:31 来自 微博视频,【祝贺！#C919最后一架试飞飞机完成首飞#】27日，C919大型客机106架机从浦东机场第四跑道起飞，经2小时5分钟飞行，在完成30个试验点后返航，平稳降落浦东机场，顺利完成首飞。至此，#6架C919试飞飞机全部投入试飞工作#，项目正式进入“6机4地”大强度试飞阶段。（余建斌、沈文敏）   ​​​​...展开全文c,1706,909,7437,Achievements
12/27/2019,2019,12,27,2019-12-27 12:44 来自 军事 · 视频社区,【#2019中国军事大场面#，每一幕都震撼！】这一年，国庆70周年大阅兵气势如虹、震撼人心；这一年，人民海军和人民空军先后迎来70周年，海上阅舰、空中列队；这一年，直-20、东风-17等亮相，山东舰入列…难忘瞬间↓↓#家在中国#，每看一遍，便对祖国更深爱一分！L央视军事的微博视频 ​​​​,1995,824,6769,Achievements
12/27/2019,2019,12,27,2019-12-27 11:35  已编辑,【#哈萨克斯坦一载有100人飞机坠毁#，已致7死，有幸存者】据央视，哈萨克斯坦工业和基础设施发展部：当地时间今天上午，一架客机在哈萨克斯坦阿拉木图机场附近地区坠机，初步估计有7人死亡。事故发生时，机上有100人。据悉，这架客机隶属于BEK AIR航空公司，从阿拉木图机场起飞后从雷达上消失。俄媒报 ​​​​...展开全文c,284,464,1986,International news (non-China)
12/27/2019,2019,12,27,2019-12-27 11:13  已编辑,【一架#载约100人客机在阿拉木图坠毁#】据新华社，外电27日报道，一架载有大约100人的客机在哈萨克斯坦阿拉木图附近坠毁，目前伤亡情况不详。 ​​​​,229,552,1724,International news (non-China)
12/27/2019,2019,12,27,2019-12-27 10:51 来自 正能量 · 视频社区,【被这个笑容暖化！兵哥哥贴心准备“小惊喜”，萌娃向兵哥哥敬礼】近日，武警永州支队新训大队新兵百公里野营拉练途中，官兵们在一小学借宿。天还没亮，官兵们早早起来将校园打扫干净，还为小朋友们准备了牛奶。小朋友们开心得手舞足蹈，其中一个#萌娃向兵哥哥敬礼笑容暖化#！L新华网的微博视频 ​​​​,1009,783,8738,Role model
12/27/2019,2019,12,27,2019-12-27 09:48  已编辑,【向责任感致敬！#老师上课点名发现异常救一家5口#】24日，云南镇雄，一小学早读时间，班主任发现一向准时的一名学生未到，其一年级的弟弟也未到校，老师立即开车到学生家，发现一家6口已昏迷，疑似煤气中毒。目前6岁的弟弟确认死亡，其他5人正在治疗中。L一手video的秒拍视频 #老师上课点名救一家5口# ​​​​,805,1052,10761,Bizzare
12/27/2019,2019,12,27,2019-12-27 08:39 来自 新媒体聚合平台 已编辑,【太接地气！山东一#80后博士副县长直播卖扒鸡#】12月25日，山东济南商河县副县长王帅发布短视频，卖该县土特产“商河皇家扒鸡”。王帅是个80后，博士学历，视频中，他模仿李佳琦“魔性”带货，金句频出。据报道，视频发布后，2天卖出一千多只扒鸡。感受一下↓L大众日报的微博视频 ​​​​,1562,2458,21578,Bizzare
12/27/2019,2019,12,27,2019-12-27 08:10 来自 新媒体聚合平台,【新一批22家“准5A级”景区，你打卡了吗】北京圆明园、内蒙阿拉善胡杨林、江西武功山、山东东营黄河口……近日，文旅部网站公示了新一批22家拟确定为国家5A级旅游景区的名单。心动不如行动，#2020出游计划#赶紧制定起来吧！#22个2020值得打卡的旅游地#，戳图了解↓↓转给小伙伴，一起去看看！ ​​​​,3322,1112,3837,Leisure
12/27/2019,2019,12,27,2019-12-27 07:39 来自 正能量 · 视频社区,#微盘点#【高燃！90秒盘点#2019中国的世界冠军#】中国跳水“梦之队”世锦赛狂揽12金；中国女排十一连胜卫冕世界杯冠军；徐灿高呼“我为祖国而战”一年三次夺得世界拳王；樊振东拿下乒乓世界杯男单冠军成就三冠王…2019年哪个夺金瞬间最让你难忘？戳视频↓↓致敬每一位拼搏的中国运动员！   ​​​​...展开全文c,14002,5829,89709,Achievements
12/26/2019,2019,12,26,2019-12-26 20:05 来自 微博视频 已编辑,【又上新了！#故宫推金榜题名互动体验#】日前，故宫打造的“金榜题名”互动式展览正在北京举行。通过十个原创互动装置、500平米全覆盖式实景的还原，游客可以体验三位主人公参加童试、乡试、会试、殿试直至传胪大典的全过程，亲自入号舍、抓作弊、搜身、应试，还可以参与祈愿墙、动画拜孔等多种互动活 ​​​​...展开全文c,888,460,4207,Leisure
12/26/2019,2019,12,26,2019-12-26 19:41  已编辑,【#中药协致歉决定撤销对鸿茅药酒等药企表彰#】12月26日，针对此前发生的《中国中药企业社会责任报告》发布引发相关舆情事件，中国中药协会正式发布致歉函，决定撤销本次表彰，纠正错误，规范管理。#鸿茅药酒表彰被撤销# ​​​​,2153,2068,13234,Social affairs - consumer rights
12/26/2019,2019,12,26,2019-12-26 16:03 来自 新媒体聚合平台,#微盘点#【#2019外交部硬核表态双语图集#】回应国内问题摆事实讲道理，回答外部质疑理直气壮，回击挑衅言论不卑不亢……铿锵有力、霸气沉稳而又幽默犀利，这就是不卑不亢的大国气度！2019年，中国外交不畏风雨、坚定前行！ ​​​​,2689,673,10456,International affairs (China related)
12/26/2019,2019,12,26,2019-12-26 14:25 来自 军事 · 视频社区,【#小伙300天减重100斤实现当兵梦#】小时候，当兵的姨夫送给林星竹一件海魂衫，从此林星竹心里种下了当兵的种子。257斤的他决心减肥，300多天的努力，他成功减重100斤，大四毕业后参军入伍，实现了自己的愿望！网友：梦想会给人力量！L央视军事的微博视频 ​​​​,421,404,4109,Leisure
12/26/2019,2019,12,26,2019-12-26 13:38 来自 微博原生直播 已编辑,【来了！直击多地“金环日食”奇观】2019年年度最后一场天文大戏今日如期上演。中东、东南亚、西太平洋多地可观日环食，我国全境可观测#日偏食#。#北京日偏食#过程将从12时53分开始，食甚（太阳被月亮遮去最多的时刻）13时47分开始。带你一起看↓ O的微博直播 . ​​​​,1861,3039,60890,Social affairs - environment
12/26/2019,2019,12,26,2019-12-26 13:21 来自 新媒体聚合平台,【微博#日偏食摄影大赛#上演，你看到#日偏食#了吗】今天，我国全境可观测到日偏食奇观。你看到了吗？先别急！本次偏食10时56分左右月亮半影进入我国西藏阿里地区，而后月亮半影向东北上扫过中国全境，15时37分后月亮半影由海南省离开我国。没看到的戳图感受一下↓（图源见水印） ​​​​,1247,974,4097,Social affairs - environment
12/26/2019,2019,12,26,2019-12-26 10:51  已编辑,【教科书式自救！#女孩遇险机智给家族群发定位获救#】近日，苏州警方接到市民报警称，其外甥女小曹坐网约车发来定位求救。民警迅速进行合围，同时不断拨打小曹电话劝说司机王某，最后成功解救了小曹。小曹：“他拿着刀要我把手机给他，我假装没有反应过来，在家里的群发了个定位。”目前王某因涉嫌抢劫 ​​​​...展开全文c,925,1243,41054,Civic education
12/26/2019,2019,12,26,2019-12-26 10:12 来自 微博视频,【这一幕，太感动！#消防员用身体挡住落石#】近日，辽宁建平一处塌方现场，面对不断掉落的碎石，消防员一边用身体保护被困的工人，一边徒手挖开泥土。经过2个多小时的奋战，从死神手里将被困人员救出。@辽宁朝阳消防  L的微博视频 ​​​​,2548,2403,43690,Role model
12/26/2019,2019,12,26,2019-12-26 08:43 来自 新媒体聚合平台,【“金环日食”奇观将上演，#今日我国全境可观日偏食#！】今天天宇将上演壮观的日环食天象。本次日环食发生期间，我国全境可观测到日偏食奇观，且越往南食分（月亮遮住太阳直径的比例）越大，我国可见日食历时4个多小时。届时，太阳缺了一个角，好似被传说中的天狗咬掉。O网页链接 ​​​​,2749,1817,7342,Social affairs - environment
12/26/2019,2019,12,26,2019-12-26 07:21 来自 微博视频,【今天，纪念一代伟人毛泽东】他领导中国人民彻底改变自己命运和国家面貌，自己却有6位亲人为革命牺牲。70年前，他在天安门城楼上向世界庄严宣告；70年后，中华民族已阔步走在复兴新征程上。今天，#毛主席诞辰126周年#。转发，缅怀！  L的微博视频 ​​​​,66163,16197,234776,Role model
12/25/2019,2019,12,25,2019-12-25 14:43 来自 正能量 · 视频社区,【#小伙在父亲病床前办婚礼#，了却父亲心愿】父亲患肝硬化情况不乐观，为了却父亲心愿，安徽池州小伙刘咏昭获得医院许可后，24日在重症室父亲病床前，举办了一场特殊的婚礼，感动了现场很多医护人员。“感谢女友的理解，希望父亲能有所好转。”刘咏昭说，以后会补办一场正式的婚礼。 ​​​​...展开全文c,520,819,15647,Bizzare
12/25/2019,2019,12,25,2019-12-25 13:08  已编辑,【警方通报#坠楼砸死两名路人男子系自杀#】@平安沙坪坝 通报：12月24日20时20分许，一男子从沙坪坝区三峡广场一公寓楼高坠，砸到两名行人，三人经120抢救无效死亡。警方初步查明系李某（男、31岁、湖北武汉人）跳楼自杀所致，排除刑事案件。#重庆一男子坠楼砸死两名路人# ​​​​,2555,3096,54503,Bizzare
12/25/2019,2019,12,25,2019-12-25 11:11 来自 微博视频,【没穿披风的超人！#越野车扎进池塘辅警砸窗连救5人#】23日晚，浙江金华辅警傅进华正在家吃饭，突然屋外传来几声巨响，原来一辆越野车一头扎进附近池塘，车内的人正拍打车窗求救。老傅拿起铁锤砸破车窗，并不顾寒冷跳入水中，在村民帮助下接连救出5人。老傅事后回忆，“想想都害怕，但不后悔”。   ​​​​...展开全文c,619,593,8946,Role model
12/25/2019,2019,12,25,2019-12-25 08:24 来自 新媒体聚合平台,【#除夕火车票明日开售#！收好抢票攻略】明天（26日），2020除夕火车票正式开售，抢票大战也进入白热化阶段！车票“秒光”？试试“候补购票服务”功能，或者记住这些退票高峰时段，“捡漏”成功率很高；需要注意，不同的火车站火车票起售时间并不相同。收好抢票时间表+电子客票使用指南↓转存，有用！ ​​​​,2216,1329,4747,Social affairs
12/24/2019,2019,12,24,2019-12-24 08:21 来自 微博视频,【#王毅回顾2019#：中国已当之无愧成为维护世界和平稳定的中流砥柱】2019年，对中国和世界而言，都极不平凡。23日，国务委员兼外交部长王毅接受本报记者采访。这一年的国际形势和外交工作该如何看待？怎么看待中美关系面临的挑战？对明年的外交工作有何展望？详戳↓↓↓  L的微博视频 ​​​​,1723,692,7585,International affairs (China-US)
12/23/2019,2019,12,23,2019-12-23 22:50  已编辑,【10位#7旬学生为98岁班主任庆生# 老师激动得热泪盈眶】12月23日，陕西西安，10位年过七旬的学生为98岁的班主任赵立庆祝生日，老人热泪盈眶。学生们介绍，赵老师教历史，毕业于浙江大学，参加抗美援朝战争负伤，子弹至今还留在腿中。赵老师只能坐着给他们上课，讲得特别生动。L一手video的秒拍视频 ​​​​,1389,910,18551,Bizzare
12/23/2019,2019,12,23,2019-12-23 19:33 来自 正能量 · 视频社区,【#江西39岁医生查房后突发胸痛离世# 妻子还有3个月身孕】18日，江西上高县人民医院医生石君，在为30多名患者查房后，突发胸痛被送进抢救室，于12月20日不幸离世。让人心酸的是，目前他妻子正怀有3个月身孕。石君生前一直在多个公益组织担任医疗志愿者。转发送别，一路走好。L今视频video的微博视频 ​​​​,1616,2484,21885,Bizzare
