"�..story_date","year","month","day","Time","headline","topic.label","first_time_appear_eventbased","official.view","Response","Renmin.Daily","Renmin.Daily.Content","Notes","gtop","offvoice"
"11/21/2019",2019,11,21,"M","6. 袁隆平团队长江中游双季稻产量新高","Achievements",1,0,0,1,"1","","Flattering news",1
"11/21/2019",2019,11,21,"M","7. 上百亿美元比特币已永久丢失","Social affairs - economics",0,0,0,0,"","","Social issues",0
"11/21/2019",2019,11,21,"M","8. 港警苦口婆心劝暴徒","Hong Kong",1,0,0,0,"","","International news",0
"11/21/2019",2019,11,21,"M","9. 香港理工大学校园一片狼藉","Hong Kong",1,0,0,0,"","","International news",0
"11/21/2019",2019,11,21,"M","10. 西太平洋银行面临330万亿美元罚款","Social affairs - economics",1,0,0,0,"","","Social issues",0
"11/21/2019",2019,11,21,"M","11. 大使承认特朗普与乌克兰利益交换","International affairs (non-China)",1,0,0,0,"","","International news",0
"11/21/2019",2019,11,21,"M","12. 医生飞机上用嘴帮老人吸尿","Role model",1,0,0,0,"","","Flattering news",0
"11/21/2019",2019,11,21,"E","1. 英驻香港总领馆雇员嫖娼审讯视频","Social scandal",1,0,0,1,"1","","Social issues",1
"11/21/2019",2019,11,21,"E","超40%八年级学生为数学焦虑","Social affairs - trends",1,0,0,1,"1","","Soft news",1
"11/21/2019",2019,11,21,"E","2. 香港被烧李伯已进行两次植皮手术","Hong Kong",0,0,0,0,"","","International news",0
"11/21/2019",2019,11,21,"E","3. 成都烧脑公交站名已简化","Social affairs",1,0,0,0,"","","Social issues",0
"11/22/2019",2019,11,22,"M","小雪","Leisure",1,0,0,1,"1","","Soft news",1
"11/22/2019",2019,11,22,"M","1. 人大失联女毕业生确认离世","Social affairs",1,0,0,0,"","","Social issues",0
"11/22/2019",2019,11,22,"M","2. 飞机上导尿救人医生获奖10万","Role model",0,0,0,0,"","","Flattering news",0
"11/22/2019",2019,11,22,"M","3. 南非航空取消香港航班","Hong Kong",1,0,0,0,"","","International news",0
"11/22/2019",2019,11,22,"M","4. 新一线城市大学生落户政策一览","Social affairs - local policy ",1,0,0,0,"","","Social policy",0
"11/22/2019",2019,11,22,"M","5. 獐子岛员工称扇贝可能是呛死的","Social scandal",1,0,0,0,"","","Social issues",0
"11/22/2019",2019,11,22,"M","6. 英驻香港总领馆雇员嫖娼审讯视频","Hong Kong",0,0,0,1,"1","","International news",1
"11/22/2019",2019,11,22,"M","7. 西安咸阳机场冒出大量烟雾","Social affairs",1,0,0,0,"","","Social issues",0
"11/22/2019",2019,11,22,"M","8. 富贵鸟将从港股退市","Social affairs - economics",1,0,0,0,"","","Social issues",0
"11/22/2019",2019,11,22,"M","9. 男子碰瓷武警巡逻车","Crime & court",1,0,0,0,"","","Crime & court",0
"11/22/2019",2019,11,22,"E","1. 禁蒙面法暂时有效至本月29日","Hong Kong",1,0,0,0,"","","International news",0
"11/22/2019",2019,11,22,"E","2. 罗伯遗体将被带回内地安葬","Hong Kong",1,0,0,0,"","","International news",0
"11/22/2019",2019,11,22,"E","3. 香港被烧李伯醒了","Hong Kong",1,0,0,0,"","","International news",0
"11/22/2019",2019,11,22,"E","4. 驻港部队海军官兵的夜生活","Hong Kong",1,0,0,0,"","","International news",0
"11/22/2019",2019,11,22,"E","5. 全国高铁连年亏损","Social affairs - economics",1,0,0,0,"","","Social issues",0
"11/22/2019",2019,11,22,"E","6. 教育部拟为教师惩戒权划线","Government acts",1,0,0,1,"2","","Social policy",1
"11/22/2019",2019,11,22,"E","7. 柳州银行被拍卖","Social affairs - economics",1,0,0,0,"","","Social issues",0
"11/23/2019",2019,11,23,"M","1. 禁蒙面法暂时有效至本月29日","Hong Kong",0,0,0,0,"","","International news",0
"11/23/2019",2019,11,23,"M","2. 中央机关遴选选调318名公务员","Government acts",1,0,0,0,"","","Social policy",0
"11/23/2019",2019,11,23,"M","3. 驻港部队海军官兵的夜生活","Hong Kong",0,0,0,0,"","","International news",0
"11/23/2019",2019,11,23,"M","4. 教育部拟为教师惩戒权划线","Government acts",0,0,0,1,"2","","Social policy",1
"11/23/2019",2019,11,23,"M","5. 河南天价墓一平米近9万","Social affairs",1,0,0,0,"","","Social issues",0
"11/23/2019",2019,11,23,"M","6. 华为回应FCC","International affairs (China-US)",1,0,1,0,"","","International news",0
"11/23/2019",2019,11,23,"E","1. 香港市民美领馆前集会","Hong Kong",1,0,0,0,"","","International news",0
"11/23/2019",2019,11,23,"E","2. 烧国旗13岁少女认罪悔过","Social scandal",1,0,0,0,"","","Social issues",0
"11/23/2019",2019,11,23,"E","3. 香港政界呼吁市民用选票向暴力说不","Hong Kong",0,0,0,1,"1","","International news",1
"11/23/2019",2019,11,23,"E","4. 部分走私坚果黄曲霉素超标","Social affairs - consumer rights",1,0,0,0,"","","Social issues",0
"11/23/2019",2019,11,23,"E","5. 140家网店挤爆小区","Social affairs - trends",1,0,0,0,"","","Soft news",0
"11/23/2019",2019,11,23,"E","6. 446家房企宣布破产","Social affairs - economics",1,0,0,0," ","","Social issues",0
"11/23/2019",2019,11,23,"E","7. 印尼给学生发2000只鸡戒手机瘾","International news (non-China)",1,0,0,0,"","","International news",0
